PROGRESSIVO;CITTADINANZA_DESC;TIPO_CITTADINANZA_DESC;FACOLTA_DESC;CDS_DESC;TIPO_CORSO_DES;TipoAbbomanento;COMUNE_RESIDENZA_DESC;PROVINCIA_RESIDENZA_DESC;REGIONE_RESIDENZA_DESC;NAZIONE_RESIDENZA_DESC
156;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Mediazione linguistica, turismo e culture;Corso di Laurea Magistrale;OpenMove;Torrenova;Messina;Sicilia;ITALIA
157;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia e linguaggi della modernità;Corso di Laurea Magistrale;OpenMove;Cavalese;Trento;Trentino Alto Adige;ITALIA
158;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell’Informazione e delle Comunicazioni;Corso di Laurea Magistrale;OldSmartCard;Vittoria;Ragusa;Sicilia;ITALIA
159;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Gestione delle organizzazioni e del territorio;Corso di Laurea Magistrale;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
160;ITALIA;Italiana;Dipartimento di Economia e Management;Finanza;Corso di Laurea Magistrale;OpenMove;Terlago;Trento;Trentino Alto Adige;ITALIA
161;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;VALLELAGHI;Trento;Trentino Alto Adige;ITALIA
162;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Padova;Padova;Veneto;ITALIA
163;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Psicologia;Corso di Laurea Magistrale;OpenMove;Catania;Catania;Sicilia;ITALIA
164;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;NewSmartCard;Civezzano;Trento;Trentino Alto Adige;ITALIA
165;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Besenello;Trento;Trentino Alto Adige;ITALIA
166;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Bassano del Grappa;Vicenza;Veneto;ITALIA
167;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OpenMove;Torri di Quartesolo;Vicenza;Veneto;ITALIA
168;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Molvena;Vicenza;Veneto;ITALIA
169;ITALIA;Italiana;Centro interdipartimentale Mente/Cervello- CIMeC ;Cognitive Science - Scienze Cognitive;Corso di Laurea Magistrale;OpenMove;Acquedolci;Messina;Sicilia;ITALIA
170;CAMERUN;Extracomunitaria;Dipartimento di Sociologia e Ricerca Sociale;Gestione delle organizzazioni e del territorio;Corso di Laurea Magistrale;NewSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
171;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
172;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Treviso;Treviso;Veneto;ITALIA
173;ITALIA;Italiana;Centro Agricoltura, Alimenti, Ambiente - C3A;Viticoltura ed Enologia;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
174;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Sant'Ambrogio di Valpolicella;Verona;Veneto;ITALIA
175;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Ala;Trento;Trentino Alto Adige;ITALIA
176;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Pontoglio;Brescia;Lombardia;ITALIA
177;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Psicologia;Corso di Laurea Magistrale;OpenMove;San Pietro In Cariano;Verona;Veneto;ITALIA
178;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OpenMove;Valeggio Sul Mincio;Verona;Veneto;ITALIA
179;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
180;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
181;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Salzano;Venezia;Veneto;ITALIA
182;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Santa Giustina;Belluno;Veneto;ITALIA
183;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Casacalenda;Campobasso;Molise;ITALIA
184;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio sociale;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
185;ITALIA;Italiana;Scuola di studi Internazionali;EUROPEAN AND INTERNATIONAL STUDIES - STUDI EUROPEI E INTERNAZIONALI ;Corso di Laurea Magistrale;OpenMove;Adelfia;Bari;Puglia;ITALIA
186;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Castelnuovo Cilento;Salerno;Campania;ITALIA
187;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;CASTEL IVANO;Trento;Trentino Alto Adige;ITALIA
188;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OpenMove;Peschiera del Garda;Verona;Veneto;ITALIA
189;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;NewSmartCard;Panchia';Trento;Trentino Alto Adige;ITALIA
190;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OpenMove;Novaledo;Trento;Trentino Alto Adige;ITALIA
191;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
192;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Pergine Valdarno;Arezzo;Toscana;ITALIA
193;INDIA;Extracomunitaria;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Campagnola Emilia;Reggio Emilia;Emilia-Romagna;ITALIA
194;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Gestione delle organizzazioni e del territorio;Corso di Laurea Magistrale;OpenMove;Villafranca di Verona;Verona;Veneto;ITALIA
195;ITALIA;Italiana;Dipartimento di Economia e Management;Management della sostenibilità e del turismo;Corso di Laurea Magistrale;OpenMove;Negrar;Verona;Veneto;ITALIA
196;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Vivaro;Pordenone;Friuli Venezia Giulia;ITALIA
197;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea Magistrale;NewSmartCard;Padova;Padova;Veneto;ITALIA
198;ITALIA;Italiana;Scuola di studi Internazionali;International Security Studies;Corso di Laurea Magistrale;OpenMove;Bari;Bari;Puglia;ITALIA
199;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Verona;Verona;Veneto;ITALIA
200;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria dei materiali;Corso di Laurea Magistrale;OldSmartCard;BORGO CHIESE;Trento;Trentino Alto Adige;ITALIA
201;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OldSmartCard;Bergamo;Bergamo;Lombardia;ITALIA
202;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
203;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OpenMove;Arco;Trento;Trentino Alto Adige;ITALIA
204;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;Segonzano;Trento;Trentino Alto Adige;ITALIA
205;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OpenMove;Mezzana;Trento;Trentino Alto Adige;ITALIA
206;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;NewSmartCard;Valgrisenche;Aosta;Valle d'Aosta;ITALIA
207;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
208;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Fino Mornasco;Como;Lombardia;ITALIA
209;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;NewSmartCard;Treviso;Treviso;Veneto;ITALIA
210;MAROCCO;Extracomunitaria;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Strigno;Trento;Trentino Alto Adige;ITALIA
211;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Parma;Parma;Emilia-Romagna;ITALIA
212;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Padova;Padova;Veneto;ITALIA
213;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Camposampiero;Padova;Veneto;ITALIA
214;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;Negrar;Verona;Veneto;ITALIA
215;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;NewSmartCard;Verona;Verona;Veneto;ITALIA
216;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Bagnoli di Sopra;Padova;Veneto;ITALIA
217;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Padova;Padova;Veneto;ITALIA
218;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
219;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Arzignano;Vicenza;Veneto;ITALIA
220;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;NewSmartCard;Treviso;Treviso;Veneto;ITALIA
221;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Nave;Brescia;Lombardia;ITALIA
222;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Legnago;Verona;Veneto;ITALIA
223;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Piacenza;Piacenza;Emilia-Romagna;ITALIA
224;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;San Polo di Piave;Treviso;Veneto;ITALIA
225;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Passirano;Brescia;Lombardia;ITALIA
226;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Camisano Vicentino;Vicenza;Veneto;ITALIA
227;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Bagno A Ripoli;Firenze;Toscana;ITALIA
228;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;Pasiano di Pordenone;Pordenone;Friuli Venezia Giulia;ITALIA
229;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Padova;Padova;Veneto;ITALIA
230;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Canazei;Trento;Trentino Alto Adige;ITALIA
231;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Predazzo;Trento;Trentino Alto Adige;ITALIA
232;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Cimadolmo;Treviso;Veneto;ITALIA
233;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OldSmartCard;Corato;Bari;Puglia;ITALIA
234;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Solagna;Vicenza;Veneto;ITALIA
235;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OldSmartCard;Carbonera;Treviso;Veneto;ITALIA
236;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
237;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Negrar;Verona;Veneto;ITALIA
238;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Desenzano del Garda;Brescia;Lombardia;ITALIA
239;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
240;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Pinzolo;Trento;Trentino Alto Adige;ITALIA
241;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OpenMove;Valdagno;Vicenza;Veneto;ITALIA
242;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio sociale;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
243;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Pomarolo;Trento;Trentino Alto Adige;ITALIA
244;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Padova;Padova;Veneto;ITALIA
245;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Palermo;Palermo;Sicilia;ITALIA
246;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Gestione delle organizzazioni e del territorio;Corso di Laurea Magistrale;OldSmartCard;Cazzano di Tramigna;Verona;Veneto;ITALIA
247;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Torrebelvicino;Vicenza;Veneto;ITALIA
248;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Besenello;Trento;Trentino Alto Adige;ITALIA
249;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Modena;Modena;Emilia-Romagna;ITALIA
250;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OpenMove;Montecchio Maggiore;Vicenza;Veneto;ITALIA
251;ITALIA;Italiana;Dipartimento di Matematica;MATEMATICA;Corso di Laurea Magistrale;OpenMove;Ronco All'Adige;Verona;Veneto;ITALIA
252;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea Magistrale;OldSmartCard;PRIMIERO SAN MARTINO DI CASTROZZA ;Trento;Trentino Alto Adige;ITALIA
253;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea Magistrale;OpenMove;Roma;Roma;Lazio;ITALIA
254;ITALIA;Italiana;Dipartimento di Matematica;MATEMATICA;Corso di Laurea Magistrale;OldSmartCard;Calceranica Al Lago;Trento;Trentino Alto Adige;ITALIA
255;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Malo;Vicenza;Veneto;ITALIA
256;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
257;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea Magistrale;OpenMove;Bolzano;Bolzano;Trentino Alto Adige;ITALIA
258;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OpenMove;Porto Mantovano;Mantova;Lombardia;ITALIA
259;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Edile-Architettura;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Patù;Lecce;Puglia;ITALIA
260;ROMANIA;Comunitaria;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Sant'Ambrogio di Valpolicella;Verona;Veneto;ITALIA
261;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea Magistrale;NewSmartCard;Roncà;Verona;Veneto;ITALIA
262;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Mori;Trento;Trentino Alto Adige;ITALIA
263;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
264;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Rocca Pietore;Belluno;Veneto;ITALIA
265;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Fara Vicentino;Vicenza;Veneto;ITALIA
266;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Jesolo;Venezia;Veneto;ITALIA
267;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OpenMove;Orsago;Treviso;Veneto;ITALIA
268;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
269;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OldSmartCard;Valdagno;Vicenza;Veneto;ITALIA
270;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Marone;Brescia;Lombardia;ITALIA
271;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Tesero;Trento;Trentino Alto Adige;ITALIA
272;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;San Martino Buon Albergo;Verona;Veneto;ITALIA
273;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Palermo;Palermo;Sicilia;ITALIA
274;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Agrigento;Agrigento;Sicilia;ITALIA
275;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OpenMove;Locorotondo;Bari;Puglia;ITALIA
276;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio Sociale;Corso di Laurea;OpenMove;Bosco Chiesanuova;Verona;Veneto;ITALIA
277;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Padova;Padova;Veneto;ITALIA
278;ITALIA;Italiana;Dipartimento di Economia e Management;Finanza;Corso di Laurea Magistrale;OpenMove;Bari;Bari;Puglia;ITALIA
279;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Meccatronica;Corso di Laurea Magistrale;OpenMove;Costabissara;Vicenza;Veneto;ITALIA
280;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Verona;Verona;Veneto;ITALIA
281;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Human-Computer Interaction - Interazione Persona-Macchina;Corso di Laurea Magistrale;OpenMove;Romano d'Ezzelino;Vicenza;Veneto;ITALIA
282;ITALIA;Italiana;Corsi di Dottorato;Informatica e telecomunicazioni;Corso di Dottorato;OpenMove;Mori;Trento;Trentino Alto Adige;ITALIA
283;TURCHIA;Extracomunitaria;NON PREVISTA;Development Economics and Local Systems;Corso di Dottorato;OpenMove;-;-;-;TURCHIA
284;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Psicologia;Corso di Laurea Magistrale;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
285;TUNISIA;Extracomunitaria;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Edile-Architettura;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Cles;Trento;Trentino Alto Adige;ITALIA
286;ITALIA;Italiana;Dipartimento di Matematica;MATEMATICA;Corso di Laurea Magistrale;OldSmartCard;Arzignano;Vicenza;Veneto;ITALIA
287;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;INFORMATICA;Corso di Laurea Magistrale;OldSmartCard;Firenze;Firenze;Toscana;ITALIA
288;ITALIA;Italiana;Dipartimento di Matematica;MATEMATICA;Corso di Laurea Magistrale;OpenMove;Sarnonico;Trento;Trentino Alto Adige;ITALIA
